,City,Country,Major_Geo_Region,HDI_level,Climate_region,WHO_region,annual_avg_2010,peak_NDVI_2010,annual_weight_avg_2010,peak_weight_2010,indicator_2010,annual_avg_2015,peak_NDVI_2015,annual_weight_avg_2015,indicator_2015,peak_weight_2015,annual_avg_2020,peak_NDVI_2020,annual_weight_avg_2020,peak_weight_2020,indicator_2020,annual_avg_2021,peak_NDVI_2021,annual_weight_avg_2021,indicator_2021,peak_weight_2021
655,Naples,Italy,Europe,Very high,Temperate,Europe,0.261040846,0.319048953,0.165763622,0.292537225,Very Low,0.310029066,0.366176951,0.289636594,Low,0.344403795,0.320837791,0.354861344,0.304766345,0.338789151,Low,0.316108622,0.3317961,0.295882732,Low,0.317788959
656,Nashik,India,Asia,Medium,Tropical,South-East Asia,0.270231882,0.367689335,0.203271956,0.369301449,Low,0.297747156,0.373431952,0.29773391,Low,0.37330673,0.313929012,0.406938103,0.314228194,0.407151937,Moderate,0.251664261,0.335848251,0.251771858,Low,0.336152366
657,Nasiriyah,Iraq,Asia,Medium,Arid,Eastern Mediterranean,0.072381618,0.078315218,0.054229739,0.078242528,Exceptionally Low,0.115827967,0.120691928,0.115769653,Exceptionally Low,0.120628952,0.114993306,0.119274449,0.115452163,0.119743166,Exceptionally Low,0.097853891,0.113490729,0.098520074,Exceptionally Low,0.114260418
658,Nassau,Bahamas,Latin America and the Caribbean,Very high,Tropical,Americas,0.282807724,0.331646826,0.283092996,0.339320377,Low,0.339985416,0.368181246,0.348438706,Low,0.377311456,0.359014294,0.394320146,0.366317821,0.402283966,Moderate,0.340687831,0.353804045,0.347811147,Low,0.361329938
659,Natal,Brazil,Latin America and the Caribbean,High,Tropical,Americas,0.234408589,0.285314962,0.183802695,0.230977298,Very Low,0.310092335,0.338655904,0.259172444,Very Low,0.284093846,0.32283334,0.364027962,0.272763797,0.3080575,Low,0.319094738,0.331178042,0.264880136,Very Low,0.272628589
660,N'Djamena,Chad,Africa,Low,Arid,Africa,0.129315596,0.141147987,0.096787917,0.13947631,Exceptionally Low,0.199343985,0.245643437,0.200199859,Very Low,0.249941866,0.212211203,0.25015725,0.21161019,0.247607884,Very Low,0.197381642,0.208937062,0.197864823,Very Low,0.208704439
661,Neeleshwaram,India,Asia,Medium,Tropical,South-East Asia,0.363274615,0.454452593,0.319359754,0.439548286,Moderate,0.445197481,0.499222407,0.459031434,High,0.514872694,0.416408816,0.510846006,0.428198653,0.526153886,High,0.451223962,0.493135875,0.464765214,High,0.507922999
662,Nellore,India,Asia,Medium,Tropical,South-East Asia,0.230963996,0.263444394,0.157372733,0.178591095,Exceptionally Low,0.35046505,0.431720419,0.33989702,Moderate,0.420429335,0.355034612,0.407480045,0.346458309,0.40308768,Moderate,0.312793787,0.324278282,0.303284513,Low,0.31200169
663,New Orleans,United States of America,Northern America,Very high,Temperate,Americas,0.268231068,0.299268633,0.275020841,0.310791862,Low,0.339247232,0.370071567,0.352497077,Low,0.383671982,0.357385335,0.384588378,0.373206644,0.400828816,Moderate,0.339041483,0.370303245,0.351623705,Low,0.386825379
664,New Taipei [Taipei],China,Asia,High,Temperate,Western Pacific,0.309106149,0.367029807,0.236321609,0.262460341,Very Low,0.382815852,0.421675319,0.318223647,Low,0.351889459,0.314440466,0.435303896,0.252118521,0.364574794,Low,0.388286991,0.436875649,0.322959304,Low,0.366857737
665,New York,United States of America,Northern America,Very high,Continental,Americas,0.31959195,0.402167673,0.219867295,0.284181159,Very Low,0.327631957,0.447808707,0.230873585,Low,0.332285222,0.315395426,0.449137595,0.216250552,0.334715713,Low,0.35827098,0.458034463,0.256002073,Low,0.340089334
666,Newcastle upon Tyne,United Kingdom,Europe,Very high,Temperate,Europe,0.281313983,0.375606869,0.198965028,0.350786904,Low,0.348574566,0.462072131,0.330460426,Moderate,0.437676624,0.33023337,0.416933232,0.317278348,0.406792889,Moderate,0.296485469,0.357258178,0.282308097,Low,0.346516266
667,Niamey,Niger,Africa,Low,Arid,Africa,0.118577464,0.165509463,0.054818362,0.147825176,Exceptionally Low,0.176377789,0.208285384,0.176250404,Very Low,0.208143956,0.168164324,0.172987733,0.167718143,0.172594161,Exceptionally Low,0.175549654,0.201967723,0.174998664,Very Low,0.201360101
668,Nice,France,Europe,Very high,Temperate,Europe,0.275089349,0.297015507,0.273085734,0.303659296,Low,0.322567202,0.339176738,0.333970338,Low,0.351945866,0.322150661,0.351559652,0.332994809,0.364577152,Low,0.313510723,0.333026975,0.326011351,Low,0.346262233
669,Nicosia,Cyprus,Asia,Very high,Arid,Europe,0.165344138,0.24824059,0.159237607,0.240846406,Very Low,0.2251854,0.298128603,0.218779314,Very Low,0.285671921,0.212479618,0.245439675,0.201868426,0.217821614,Very Low,0.212810312,0.288902964,0.209151837,Very Low,0.284080594
670,Ningbo,China,Asia,High,Temperate,Western Pacific,0.164654328,0.240153995,0.129115293,0.182583644,Exceptionally Low,0.201419099,0.324381972,0.17528326,Very Low,0.288528652,0.236890625,0.33474737,0.209463297,0.297316808,Very Low,0.231247192,0.269902039,0.207885343,Very Low,0.257102378
671,Nizhny Novgorod,Russian Federation,Europe,Very high,Continental,Europe,0.213866143,0.308514717,0.155358161,0.311396562,Low,0.261960189,0.431692678,0.264277582,Moderate,0.435458486,0.265897328,0.437189469,0.268562299,0.441075482,Moderate,0.253307103,0.42012329,0.255985242,Moderate,0.424059685
672,Noakhali,Bangladesh,Asia,Medium,Tropical,South-East Asia,0.400959156,0.504384578,0.300399875,0.501454895,High,0.456659873,0.541851391,0.4558163,High,0.543914148,0.477006264,0.5470725,0.478207791,0.548092636,High,0.440862391,0.556138965,0.441897326,High,0.553041353
673,Nottingham,United Kingdom,Europe,Very high,Temperate,Europe,0.372748738,0.442941087,0.163053218,0.369748531,Low,0.356815065,0.444234289,0.322249449,Moderate,0.401258962,0.355452637,0.481764183,0.329082143,0.445868941,Moderate,0.366595301,0.437566674,0.335441353,Low,0.398162862
674,Nouakchott,Mauritania,Africa,Low,Arid,Africa,0.056890057,0.072137295,0.051993377,0.067231715,Exceptionally Low,0.113054144,0.119519821,0.107081025,Exceptionally Low,0.111879042,0.107629265,0.109786376,0.103350516,0.1055396,Exceptionally Low,0.107134176,0.110829101,0.102479079,Exceptionally Low,0.106299721
675,Novo Hamburgo,Brazil,Latin America and the Caribbean,High,Temperate,Americas,0.364017256,0.466860837,0.317435625,0.404937215,Moderate,0.44556587,0.486051506,0.388450259,Moderate,0.420339299,0.417668621,0.441617944,0.360459439,0.37761451,Low,0.441947685,0.463547969,0.380065968,Low,0.395819354
676,Novosibirsk,Russian Federation,Europe,Very high,Continental,Europe,0.24100817,0.385059059,0.168287557,0.382131851,Low,0.190730189,0.401287708,0.189954402,Low,0.398508634,0.222770891,0.406985309,0.221553284,0.40506106,Moderate,0.238444797,0.392531053,0.237244599,Low,0.390310055
677,Nuevo Laredo,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.228906362,0.271525022,0.201641119,0.240871141,Very Low,0.2827602,0.339631011,0.2553038,Low,0.301635019,0.259916058,0.297322337,0.240051746,0.277144172,Very Low,0.229757599,0.270380539,0.20930049,Very Low,0.241733247
678,Nuremberg,Germany,Europe,Very high,Continental,Europe,0.256229554,0.391550223,0.248558973,0.385000025,Low,0.2739434,0.421410169,0.2671783,Moderate,0.414991485,0.345937683,0.42468549,0.338027042,0.416380645,Moderate,0.353142955,0.454425142,0.344974526,Moderate,0.445882343
679,Nur-Sultan,Kazakhstan,Asia,Very high,Arid,Europe,0.169801078,0.249213721,0.12714389,0.248787091,Very Low,0.145506224,0.29209915,0.145211596,Very Low,0.291315774,0.171643764,0.296902635,0.166998453,0.296201386,Very Low,0.174459637,0.28005867,0.174368802,Very Low,0.280007587
680,Nyala,Sudan,Africa,Low,Arid,Eastern Mediterranean,0.092661667,0.122130833,0.067621376,0.12215816,Exceptionally Low,0.178937854,0.199717607,0.178611887,Exceptionally Low,0.199424576,0.179681968,0.226476853,0.179446709,0.22598255,Very Low,0.173538766,0.194814049,0.173162193,Exceptionally Low,0.194398116
681,Oaxaca,Mexico,Latin America and the Caribbean,High,Arid,Americas,0.214692988,0.292292247,0.189451777,0.257161249,Very Low,0.327690647,0.393862907,0.295957565,Low,0.352773718,0.291900921,0.366682226,0.26616376,0.331802491,Low,0.291899498,0.358292547,0.265502485,Low,0.32045678
682,Oboama Nguru,Nigeria,Africa,Low,Tropical,Africa,0.3616341,0.373925859,0.181365527,0.376196506,Low,0.400823485,0.608197455,0.403128247,Very High,0.608784341,0.444322349,0.487295988,0.44393805,0.486164022,Moderate,0.448060857,0.559157761,0.447294581,High,0.553496268
683,Obra,India,Asia,Medium,Temperate,South-East Asia,0.163949507,0.258738915,0.164277055,0.258786859,Very Low,0.271589839,0.388276647,0.272237309,Low,0.388789522,0.308270558,0.351965814,0.308947592,0.353464275,Low,0.309715768,0.505213481,0.310350581,High,0.506577948
684,Odesa,Ukraine,Europe,High,Arid,Europe,0.289287672,0.318126263,0.216260834,0.318993118,Low,0.226199858,0.330782468,0.221346509,Low,0.332331201,0.212973055,0.323433739,0.212168192,0.32444793,Low,0.229678677,0.34932059,0.223787775,Low,0.343941831
685,Okayama,Japan,Asia,Very high,Temperate,Western Pacific,0.163347425,0.196915815,0.156772057,0.192531511,Exceptionally Low,0.24354359,0.345774461,0.245046307,Low,0.347206409,0.243723787,0.321170915,0.243674055,0.321645286,Low,0.231140853,0.301227003,0.231507952,Low,0.301245394
686,Okene,Nigeria,Africa,Low,Tropical,Africa,0.320935711,0.458809824,0.326954312,0.40109458,Moderate,0.399108206,0.488792073,0.426859645,High,0.510546719,0.421104184,0.498791048,0.453797366,0.531575963,High,0.34952857,0.499406474,0.38288349,High,0.517707701
687,Oklahoma City,United States of America,Northern America,Very high,Temperate,Americas,0.284875669,0.349230743,0.295354817,0.363014097,Low,0.307875314,0.436028329,0.313312583,Moderate,0.451445546,0.326856584,0.420572398,0.334054485,0.43420104,Moderate,0.306666475,0.389919669,0.316060396,Low,0.399922012
688,Omaha,United States of America,Northern America,Very high,Continental,Americas,0.319379921,0.428407249,0.322424169,0.428207595,Moderate,0.371978818,0.496919722,0.37728918,High,0.504473285,0.342860914,0.46571841,0.349815574,0.474336642,Moderate,0.307308669,0.468010304,0.313979026,Moderate,0.475477643
689,Omsk,Russian Federation,Europe,Very high,Continental,Europe,0.226302849,0.364164503,0.169912149,0.364237997,Low,0.229363726,0.414691286,0.228972251,Moderate,0.41416152,0.245732905,0.405584355,0.244563701,0.403709207,Moderate,0.215480631,0.399283961,0.214806338,Low,0.397133804
690,Onitsha,Nigeria,Africa,Low,Tropical,Africa,0.333604954,0.35557273,0.231555646,0.350889376,Low,0.294414465,0.459090084,0.282670438,Moderate,0.455222835,0.337891318,0.425521403,0.299015881,0.430966646,Moderate,0.371750275,0.430424493,0.375582133,Moderate,0.435732668
691,Oran,Algeria,Africa,High,Temperate,Africa,0.135104361,0.167746247,0.094544276,0.155841111,Exceptionally Low,0.212735432,0.26474058,0.194659543,Very Low,0.229566496,0.210979853,0.296174134,0.199429868,0.274833889,Very Low,0.178453643,0.222244229,0.171722339,Very Low,0.209871646
692,Orlando,United States of America,Northern America,Very high,Temperate,Americas,0.357419287,0.370764519,0.357605603,0.370404167,Low,0.420274282,0.432388588,0.423950759,Moderate,0.435949454,0.406879899,0.42599658,0.411192806,0.430341451,Moderate,0.407935217,0.420934878,0.411415455,Moderate,0.421402325
693,Osaka [Kyoto],Japan,Asia,Very high,Temperate,Western Pacific,0.203673929,0.255376721,0.159556324,0.201819401,Very Low,0.253281075,0.325978909,0.207662092,Very Low,0.267988289,0.226359374,0.272662269,0.179243531,0.216704038,Very Low,0.250077143,0.321096081,0.204217486,Very Low,0.261510168
694,Oslo,Norway,Europe,Very high,Continental,Europe,0.337638717,0.437128918,0.253079208,0.441634027,Moderate,0.284051948,0.481522619,0.282213387,Moderate,0.485521875,0.334878337,0.475306395,0.338140639,0.479251356,Moderate,0.289590375,0.447350172,0.293915615,Moderate,0.452325767
695,Ottawa,Canada,Northern America,Very high,Continental,Americas,0.279878878,0.415497614,0.270595895,0.398450108,Low,0.304493243,0.451116012,0.293376673,Moderate,0.437545332,0.329199332,0.446322009,0.322349692,0.432202649,Moderate,0.317040456,0.449924836,0.311108023,Moderate,0.437755429
696,Ouagadougou,Burkina Faso,Africa,Low,Arid,Africa,0.115651536,0.147857644,0.08476872,0.144774926,Exceptionally Low,0.166552593,0.206991106,0.166209448,Very Low,0.206606997,0.15867144,0.202456656,0.159736686,0.203979364,Very Low,0.178082168,0.207215006,0.179151881,Very Low,0.207687849
697,Oujda,Morocco,Africa,Medium,Arid,Eastern Mediterranean,0.121160362,0.150408589,0.08275722,0.144527638,Exceptionally Low,0.145225977,0.154084097,0.142929306,Exceptionally Low,0.151776661,0.16675148,0.188186868,0.16406423,0.183602875,Exceptionally Low,0.147116994,0.16865528,0.145310705,Exceptionally Low,0.165810857
698,Oyo,Nigeria,Africa,Low,Tropical,Africa,0.215166968,0.255576464,0.135527902,0.226089787,Very Low,0.290883607,0.381296343,0.22456356,Low,0.394956241,0.246899647,0.274078299,0.189924895,0.285234633,Very Low,0.295000855,0.374662375,0.308433497,Low,0.393322566
699,Padang,Indonesia,Asia,High,Tropical,South-East Asia,0.404270868,0.415778414,0.402419857,0.415682416,Moderate,0.407317961,0.446115495,0.401037318,Moderate,0.448542623,0.377951003,0.440645904,0.372459089,0.440355648,Moderate,0.435339464,0.44594676,0.437479756,Moderate,0.445442678
700,Palembang,Indonesia,Asia,High,Tropical,South-East Asia,0.331097248,0.377273623,0.297345783,0.334669863,Low,0.3114852,0.389375843,0.286925308,Low,0.367675994,0.34048678,0.352726244,0.300083659,0.30573637,Low,0.310619048,0.390735234,0.284823494,Low,0.356092358
701,Palermo,Italy,Europe,Very high,Temperate,Europe,0.244241522,0.278022999,0.233427778,0.281638277,Very Low,0.301221278,0.328264545,0.308285907,Low,0.333847595,0.282217734,0.305403534,0.28784307,0.309759362,Low,0.29020302,0.321206895,0.296640049,Low,0.326718656
702,Panama City,Panama,Latin America and the Caribbean,Very high,Tropical,Americas,0.236558034,0.305934241,0.169389616,0.213881729,Very Low,0.311195612,0.359505026,0.225280418,Very Low,0.257113273,0.336737155,0.375779125,0.24733946,0.282726644,Very Low,0.279712513,0.360166955,0.205996859,Very Low,0.260235635
703,Panipat,India,Asia,Medium,Arid,South-East Asia,0.202925015,0.285787322,0.193229338,0.282477181,Very Low,0.266282391,0.380862844,0.265163076,Low,0.377294272,0.302878345,0.389373852,0.299545794,0.383072545,Low,0.291242098,0.478423145,0.288628855,Moderate,0.473392753
704,Panjin,China,Asia,High,Continental,Western Pacific,0.127798668,0.211021868,0.105743766,0.16942227,Exceptionally Low,0.197770704,0.292126334,0.170847315,Very Low,0.25009098,0.18985052,0.292692983,0.160994805,0.256459413,Very Low,0.193015987,0.261845179,0.160717575,Very Low,0.226771349
705,Paramaribo,Suriname,Latin America and the Caribbean,High,Tropical,Americas,0.3218295,0.3635431,0.321733868,0.380237701,Low,0.353648082,0.380161689,0.370097408,Low,0.394343182,0.367198209,0.393596725,0.38803224,0.414243923,Moderate,0.323249561,0.381757663,0.339309656,Moderate,0.409333676
706,Paris,France,Europe,Very high,Temperate,Europe,0.25615523,0.3911349,0.199060953,0.314684944,Low,0.361717038,0.410515219,0.288705515,Low,0.336086923,0.329856152,0.421214264,0.269043034,0.34742295,Low,0.342884005,0.437897388,0.227021747,Low,0.355410811
707,Pati,Indonesia,Asia,High,Tropical,South-East Asia,0.409342065,0.477400171,0.384799535,0.469389346,Moderate,0.476427877,0.545798693,0.476088582,High,0.543163177,0.482539716,0.516784777,0.482650836,0.517033709,High,0.4557273,0.494975133,0.459686538,Moderate,0.495746988
708,Patiala,India,Asia,Medium,Temperate,South-East Asia,0.241074846,0.301369863,0.240353641,0.300517734,Low,0.298066546,0.385385201,0.297920982,Low,0.385418258,0.338776195,0.35083211,0.338900481,0.350750739,Low,0.275408967,0.3944401,0.275777689,Low,0.394609363
709,Patna,India,Asia,Medium,Temperate,South-East Asia,0.225582392,0.241437738,0.16424941,0.239724214,Very Low,0.233947049,0.270283404,0.230039508,Very Low,0.266607547,0.232632337,0.262058404,0.230185989,0.261094129,Very Low,0.224631676,0.253166171,0.216739503,Very Low,0.244881614
710,Pekalongan,Indonesia,Asia,High,Tropical,South-East Asia,0.352261838,0.383888822,0.309336582,0.352498467,Low,0.439348235,0.496659476,0.424377122,Moderate,0.469339319,0.423453203,0.47812844,0.399653666,0.446174492,Moderate,0.41211378,0.451139182,0.390139745,Moderate,0.426466862
711,Pekanbaru,Indonesia,Asia,High,Tropical,South-East Asia,0.33509953,0.42494081,0.315801743,0.425313341,Moderate,0.310327586,0.404688035,0.310752541,Moderate,0.40494636,0.379763398,0.446760111,0.379258646,0.446144677,Moderate,0.439671696,0.468606352,0.439535277,Moderate,0.468689416
712,Pereira,Colombia,Latin America and the Caribbean,High,Tropical,Americas,0.366781851,0.419623462,0.353801462,0.41434947,Moderate,0.396538481,0.443588719,0.385531861,Moderate,0.434572686,0.399516417,0.424228627,0.388283884,0.412412432,Moderate,0.398505853,0.422951963,0.379129882,Moderate,0.404596891
713,Perth,Australia,Oceania,Very high,Temperate,Western Pacific,0.225037488,0.22785288,0.233625311,0.236978518,Very Low,0.261722574,0.273334018,0.271961347,Very Low,0.285481767,0.259507422,0.270456981,0.268765794,0.279385326,Very Low,0.258905303,0.277915634,0.268811515,Very Low,0.290221596
714,Peshawar,Pakistan,Asia,Medium,Arid,Eastern Mediterranean,0.214000186,0.226473471,0.218813505,0.231580974,Very Low,0.304766293,0.355283276,0.309383383,Low,0.360732016,0.286857628,0.337934051,0.289834789,0.342467362,Low,0.252606422,0.292398302,0.254327553,Very Low,0.295205649
715,Philadelphia,United States of America,Northern America,Very high,Temperate,Americas,0.311099613,0.40842313,0.273054496,0.364982702,Low,0.307111477,0.458170652,0.268897477,Moderate,0.406897153,0.333767854,0.435715875,0.294128623,0.39145442,Low,0.363597152,0.452862419,0.319755458,Low,0.399988796
716,Phnom Penh,Cambodia,Asia,Medium,Tropical,Western Pacific,0.224303631,0.247652696,0.134333545,0.183390103,Exceptionally Low,0.279573025,0.306370072,0.234922543,Very Low,0.251455433,0.241713289,0.273682683,0.206119654,0.230269447,Very Low,0.235042536,0.264519502,0.199959338,Very Low,0.220450795
717,Phoenix,United States of America,Northern America,Very high,Arid,Americas,0.164510453,0.182755924,0.157225071,0.174479206,Exceptionally Low,0.201735486,0.206813564,0.193897934,Exceptionally Low,0.195899897,0.191068459,0.198642503,0.183486667,0.190737154,Exceptionally Low,0.184691323,0.19508885,0.178446948,Exceptionally Low,0.188655799
718,Pilibhit,India,Asia,Medium,Temperate,South-East Asia,0.291777136,0.338824451,0.21846591,0.338816136,Low,0.313819159,0.418263011,0.31403453,Moderate,0.419049837,0.333112504,0.387233298,0.333283111,0.387505097,Low,0.347402736,0.460459464,0.347215978,Moderate,0.461255556
719,Pingdingshan,China,Asia,High,Temperate,Western Pacific,0.144545803,0.226802333,0.138282922,0.217432572,Very Low,0.258192819,0.31209008,0.254910723,Low,0.306474531,0.292698854,0.405432304,0.295503175,0.410056902,Moderate,0.280060178,0.333838634,0.282722224,Low,0.335677221
